id,dilemma_type,dilemma,advisor_type,counterbalancing,advisor_comparison_order,age,gender,attention,trust_baseline,trust_other_issues_baseline,empathy_baseline,competency_baseline,trust_overall,trust_other_issues_overall,empathy_overall,competency_overall,likely_human,surprised_AI,compare_trust_cons_deon,compare_trust_cons_util,compare_trust_norm_sens,compare_trust_non_norm_sens,compare_likely_human_cons_deon,compare_likely_human_cons_util,compare_likely_human_norm_sens,compare_likely_human_non_norm_sens,rank_likely_human_cons_deon,rank_likely_human_cons_util,rank_likely_human_norm_sens,rank_likely_human_non_norm_sens,own_judgement_baseline,own_judgement_irrelevant,own_judgement_relevant
367,InstrumentalHarm,EnemySpy,NonNormativelySensitive,MorallyIrrelevant_First,ConsistentlyDeontological_ConsistentlyUtilitarian_NonNormativelySensitive_NormativelySensitive,68,Male,TikTok,5,5,4,5,1,1,4,1,4,1,5,5,6,1,4,4,6,2,2,3,1,4,5,5,7
368,InstrumentalHarm,EnemySpy,NonNormativelySensitive,MorallyRelevant_First,NormativelySensitive_ConsistentlyDeontological_NonNormativelySensitive_ConsistentlyUtilitarian,45,Male,TikTok,7,7,7,7,3,2,4,3,4,4,6,6,6,2,4,4,4,4,2,3,1,4,3,3,6
369,InstrumentalHarm,Bomb,ConsistentlyUtilitarian,MorallyIrrelevant_First,NormativelySensitive_ConsistentlyUtilitarian_NonNormativelySensitive_ConsistentlyDeontological,35,Female,TikTok,2,2,1,5,6,2,1,6,1,1,6,4,5,1,7,1,6,6,1,4,2,3,1,1,2
370,InstrumentalHarm,EnemySpy,ConsistentlyUtilitarian,MorallyIrrelevant_First,NonNormativelySensitive_ConsistentlyDeontological_NormativelySensitive_ConsistentlyUtilitarian,54,Female,TikTok,4,3,3,3,3,3,1,2,5,4,6,1,4,3,1,1,6,4,3,4,1,2,2,2,3
371,InstrumentalHarm,Bomb,NonNormativelySensitive,MorallyIrrelevant_First,NonNormativelySensitive_ConsistentlyUtilitarian_NormativelySensitive_ConsistentlyDeontological,30,Female,TikTok,5,7,7,5,3,4,2,4,4,1,7,1,5,1,4,7,5,6,2,1,3,4,2,2,2
372,InstrumentalHarm,Bomb,NormativelySensitive,MorallyIrrelevant_First,NonNormativelySensitive_NormativelySensitive_ConsistentlyDeontological_ConsistentlyUtilitarian,37,Male,TikTok,6,7,4,6,1,1,1,1,2,1,7,1,1,1,7,1,2,1,1,4,2,3,1,1,1
373,InstrumentalHarm,Bomb,ConsistentlyUtilitarian,MorallyIrrelevant_First,NonNormativelySensitive_NormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological,33,Male,TikTok,1,1,1,1,2,2,2,2,1,1,5,1,3,1,7,1,2,1,1,3,2,4,2,2,3
374,InstrumentalHarm,Bomb,NormativelySensitive,MorallyIrrelevant_First,ConsistentlyDeontological_NormativelySensitive_NonNormativelySensitive_ConsistentlyUtilitarian,26,Male,TikTok,4,3,4,4,4,3,4,4,3,3,4,4,4,4,4,3,3,5,2,1,3,4,1,1,2
375,InstrumentalHarm,Hostage,ConsistentlyUtilitarian,MorallyRelevant_First,NormativelySensitive_ConsistentlyDeontological_ConsistentlyUtilitarian_NonNormativelySensitive,61,Female,TikTok,1,1,1,1,1,1,1,1,1,1,7,1,1,1,7,1,1,1,1,4,2,3,1,1,1
376,InstrumentalHarm,Bomb,ConsistentlyDeontological,MorallyIrrelevant_First,ConsistentlyUtilitarian_NormativelySensitive_ConsistentlyDeontological_NonNormativelySensitive,47,Female,TikTok,6,6,6,6,6,6,6,6,4,1,6,6,6,6,4,4,4,4,3,1,2,4,1,1,1
377,InstrumentalHarm,Bomb,NormativelySensitive,MorallyIrrelevant_First,NormativelySensitive_NonNormativelySensitive_ConsistentlyDeontological_ConsistentlyUtilitarian,52,Female,Facebook,5,6,5,6,5,5,5,5,4,1,6,3,5,4,2,2,2,2,4,1,2,3,3,3,3
378,InstrumentalHarm,EnemySpy,NormativelySensitive,MorallyRelevant_First,NormativelySensitive_ConsistentlyDeontological_NonNormativelySensitive_ConsistentlyUtilitarian,30,Male,TikTok,6,5,7,3,6,4,7,4,4,3,7,7,6,1,5,5,1,4,1,2,4,3,6,6,6
379,InstrumentalHarm,Bomb,NormativelySensitive,MorallyRelevant_First,NormativelySensitive_ConsistentlyUtilitarian_NonNormativelySensitive_ConsistentlyDeontological,41,Female,TikTok,6,6,6,6,6,6,6,6,2,1,7,1,6,1,7,6,3,7,1,3,4,2,2,1,3
380,InstrumentalHarm,Hostage,ConsistentlyUtilitarian,MorallyRelevant_First,NormativelySensitive_ConsistentlyUtilitarian_NonNormativelySensitive_ConsistentlyDeontological,53,Female,TikTok,2,1,1,1,2,2,1,2,1,1,7,1,2,2,7,1,6,6,1,4,2,3,1,1,2
381,InstrumentalHarm,Hostage,NonNormativelySensitive,MorallyIrrelevant_First,ConsistentlyDeontological_NormativelySensitive_NonNormativelySensitive_ConsistentlyUtilitarian,32,Female,TikTok,6,6,3,5,1,1,2,2,6,4,7,1,4,1,7,2,4,2,1,4,2,3,1,1,2
382,InstrumentalHarm,Hostage,ConsistentlyDeontological,MorallyRelevant_First,ConsistentlyUtilitarian_ConsistentlyDeontological_NonNormativelySensitive_NormativelySensitive,34,Male,TikTok,5,5,4,4,5,5,4,4,3,3,6,2,2,2,2,5,3,2,1,2,3,4,2,2,2
383,InstrumentalHarm,Bomb,NormativelySensitive,MorallyIrrelevant_First,ConsistentlyUtilitarian_ConsistentlyDeontological_NonNormativelySensitive_NormativelySensitive,50,Female,TikTok,7,7,5,7,7,4,5,5,7,4,7,3,5,2,7,2,4,1,1,3,2,4,1,1,1
384,InstrumentalHarm,Hostage,ConsistentlyDeontological,MorallyIrrelevant_First,NonNormativelySensitive_NormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological,40,Female,TikTok,7,7,7,7,7,7,7,7,2,1,7,1,1,1,1,1,7,1,4,3,1,2,1,1,1
385,InstrumentalHarm,Hostage,ConsistentlyDeontological,MorallyIrrelevant_First,ConsistentlyUtilitarian_NonNormativelySensitive_ConsistentlyDeontological_NormativelySensitive,60,Male,TikTok,6,4,4,6,6,5,5,6,6,5,6,3,3,3,6,2,3,3,1,4,2,3,2,2,3
386,InstrumentalHarm,Bomb,NonNormativelySensitive,MorallyRelevant_First,ConsistentlyUtilitarian_ConsistentlyDeontological_NonNormativelySensitive_NormativelySensitive,37,Female,TikTok,5,5,5,5,2,2,3,2,3,3,4,5,6,2,5,3,5,4,2,4,1,3,5,5,7
387,InstrumentalHarm,Hostage,NormativelySensitive,MorallyRelevant_First,ConsistentlyDeontological_NormativelySensitive_NonNormativelySensitive_ConsistentlyUtilitarian,60,Male,TikTok,5,5,5,5,5,5,5,5,4,2,5,3,4,4,4,4,4,4,1,2,4,3,3,3,4
388,InstrumentalHarm,EnemySpy,ConsistentlyDeontological,MorallyIrrelevant_First,NormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological_NonNormativelySensitive,30,Female,TikTok,5,4,4,5,6,6,4,7,5,2,5,1,3,1,5,7,2,5,2,1,4,3,1,1,2
389,InstrumentalHarm,EnemySpy,NonNormativelySensitive,MorallyRelevant_First,ConsistentlyUtilitarian_NormativelySensitive_NonNormativelySensitive_ConsistentlyDeontological,22,Non-binary / third gender,TikTok,4,4,7,3,4,5,4,5,2,2,5,4,4,2,4,1,6,1,3,2,4,1,3,2,5
390,InstrumentalHarm,EnemySpy,ConsistentlyDeontological,MorallyIrrelevant_First,ConsistentlyDeontological_NormativelySensitive_NonNormativelySensitive_ConsistentlyUtilitarian,38,Male,TikTok,6,5,7,5,5,5,5,5,4,5,3,4,6,2,5,5,5,1,2,3,1,4,4,4,5
391,InstrumentalHarm,Bomb,NormativelySensitive,MorallyRelevant_First,ConsistentlyUtilitarian_NonNormativelySensitive_ConsistentlyDeontological_NormativelySensitive,55,Male,TikTok,7,7,5,7,1,1,5,3,1,2,6,1,2,2,4,1,1,2,4,1,2,3,1,5,1
392,InstrumentalHarm,EnemySpy,ConsistentlyUtilitarian,MorallyIrrelevant_First,NormativelySensitive_ConsistentlyDeontological_ConsistentlyUtilitarian_NonNormativelySensitive,25,Male,TikTok,3,3,3,4,3,3,3,3,5,2,6,3,6,2,5,4,5,3,1,3,2,4,2,2,3
393,InstrumentalHarm,Bomb,NonNormativelySensitive,MorallyIrrelevant_First,ConsistentlyUtilitarian_NonNormativelySensitive_ConsistentlyDeontological_NormativelySensitive,35,Male,TikTok,6,6,6,6,5,4,5,4,2,2,6,3,5,4,6,2,6,3,1,4,2,3,1,1,1
394,InstrumentalHarm,EnemySpy,NormativelySensitive,MorallyRelevant_First,NonNormativelySensitive_ConsistentlyDeontological_ConsistentlyUtilitarian_NormativelySensitive,50,Male,TikTok,5,5,5,5,5,5,5,5,5,4,5,2,4,2,3,6,3,5,3,2,4,1,3,3,3
395,InstrumentalHarm,Hostage,NonNormativelySensitive,MorallyRelevant_First,NonNormativelySensitive_ConsistentlyDeontological_NormativelySensitive_ConsistentlyUtilitarian,32,Male,TikTok,5,5,4,4,5,5,5,5,5,5,5,5,6,5,5,5,5,5,3,4,1,2,3,3,7
396,InstrumentalHarm,EnemySpy,ConsistentlyDeontological,MorallyIrrelevant_First,NormativelySensitive_ConsistentlyDeontological_NonNormativelySensitive_ConsistentlyUtilitarian,38,Male,TikTok,6,5,5,5,4,4,4,4,3,3,5,4,6,2,3,4,7,1,3,4,1,2,4,3,5
397,InstrumentalHarm,Bomb,NormativelySensitive,MorallyRelevant_First,NonNormativelySensitive_NormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological,34,Male,TikTok,4,4,1,4,1,1,1,1,1,1,7,7,1,1,7,7,1,1,2,1,4,3,1,1,1
398,InstrumentalHarm,Hostage,ConsistentlyUtilitarian,MorallyRelevant_First,ConsistentlyUtilitarian_NonNormativelySensitive_ConsistentlyDeontological_NormativelySensitive,23,Female,TikTok,4,4,5,4,5,5,5,5,4,4,4,4,5,5,4,2,6,6,2,4,3,1,4,4,5
399,InstrumentalHarm,Hostage,NormativelySensitive,MorallyRelevant_First,ConsistentlyDeontological_NormativelySensitive_ConsistentlyUtilitarian_NonNormativelySensitive,31,Male,TikTok,6,6,4,6,5,6,5,6,4,4,2,2,6,1,2,2,6,1,2,3,1,4,2,2,6
400,InstrumentalHarm,Bomb,NonNormativelySensitive,MorallyIrrelevant_First,ConsistentlyDeontological_ConsistentlyUtilitarian_NormativelySensitive_NonNormativelySensitive,50,Female,TikTok,1,4,7,6,1,1,7,2,3,7,1,7,4,2,2,3,1,7,1,3,2,4,7,6,7
401,InstrumentalHarm,EnemySpy,ConsistentlyDeontological,MorallyRelevant_First,ConsistentlyDeontological_NormativelySensitive_ConsistentlyUtilitarian_NonNormativelySensitive,36,Male,TikTok,7,7,7,7,7,7,7,7,4,1,7,1,7,3,1,7,1,5,4,2,3,1,1,1,1
